1,3199 257 83 51 125 785 937 1340 169 1158 39 1167 1399 428 1937 1875 240 2345 184 2457 3390 370 157 169 83 859 139 94 813 2177 1382 5244 1037 396 257 309 68 3 368 39 321 240 1727 1761 4738 1656 3387
1,3434 45 521 700 5013 1608 5154 7456 3671 85 201 505 1788 3636 2080 1546 457 1667 1941 4601 2431 45 422 60 3276 1147 14 6645 948 2390 201 505 1788 331 423 284 1410 599 4378
1,22 277 1411 334 361 30 240 2252 544 3254 4826 420 240 141 1056 190 30 6724 2879 3668 462 272 2363 195 6082 951 1786 168 372 1462 25 1281 263 236 1374 686 3199 2978 236 7920 3444 246 1179 931 181 302 244 950 42 315 648 361 74 42 129 315 6685 39 1347 876 3105 813 5954 42 154 121 588 721 265 1188 39 229 2749 990 184 7706 420 370 721 173 5809 1833 361 195 1132 17 2550 17 5524 3509 61 4267 438 309 17 15 1325 3038 15 3104 3729 39 8 135 1575 2286 5320 605 969 171 2123 386 3254 39 578 1188 334 361 45
1,9 52 2351 1059 91 591 548 393 6150 1169 1481 2038 4234 556 2951 618 1121 160 1107 9 602 9 1802 548 983 578 2567 5411 91 591 5763 473 2462 1898 276 734 9 556 353 572 714 160 67 119 602 160 91 946 734 281 354 67 194 52 193 9 1267 556 3696 647 276 720 257 71 194 118 932 2596 396 4521 67 11 9 2567 70 11 717 67
1,1542 3297 1820 580 261 1846 1289 926 77 968 3340 675 261 1846 170 5664 2036 1419 2829 2276 849 832 335 675 1285 156 821 675 110 3576 1295 2738 161 111 1819 709 376 877 516 694 2233 3322 191 212 1617 1212 1869 26 1887 979 20 675 1132 24 580 1608 699 2985 96 957 3272 135 247 604 675 4229 307 349 47 355 1033 1542 2341 2137 3392 3557 338 413 135 247 537 1666 1919 1086 675 435 1086 3951 1608 3896 552 675 371 2461 1218 266 853 491 675 604 413 135 305 466 133 1919 1601 3085 2556 509 135 247 537 8 27 1241 2004 697 3521 91 1819 1244 113 675 274 191 203 7338 6469 291 47 261 127 68 926 32 2938 453 1633 271 175 532 47 648 2892 1542 402 4812 1313 315
1,1515 363 2255 653 5085 14 685 100 251 151 2765 5085 5652 335 269 82 1209 5 25 146 376 2663 691 14 146 685 1120 82 5348 728 1333 70 2250 115 1120 1515 363 6968 1047 2892 923 242 1058 155 32 333 2568 63 648 424 1672
1,3112 63 4023 5041 4641 268 120 2975 1667 2391 261 127 319 2377 3222 458 341 5005 3646 1618 382 1557 710 341 3755 3646 5005 1079 4773 2370 214 201 1040 52 59 88 341 214 593 452 3299 1211 450 2377 5005 409 6106 4981 3811 7405 2212 4023 5041 2521 2247 400 1145 4 509 6552 2340 467 223 180
1,834 104 2266 957 2128 1707 71 1740 1045 299 2064 608 109 104 834 5843 71 957 28 1707 7720 5556 6412 2128 1045 24 241 270 3388 1045 299 2064 834 299 1741 2064 834 1323 71 1395 834 401 1548 3678 270 5780 1741 2064 1070 104 2439 834 270 25 1045 299 299 2092 834 711 869 3009 2974 1045 299 2021 5955 2192 751 2082 24 2082 1520 2366 71 930 1117 834 1713 798 775 2444 162 4937 1940 322 5040 176 586 3996 5161 807 2759 61
1,762 238 156 218 154 2258 471 369 18 1199 1083 539 521 471 444 1206 207 1206 2072 1206 904 238 4009 142 2873 3142
1,418 759 3406 4455 1794 4001 1734 38 1466 764 553 1610 1219 2634 3354 3200 1550 3406 297 963 7092 4001 1610 3406 1985 159 3632 1404 321 183 1076 4025 759 1323 4145 2961 4001 6701 48 3927 1747 799 220 1011 48 273 220 14 338 881 1785 3266 4072 3927 1747 1011 350 23 1492 2329 3855 928 4001 220 3703 1684 1794 1610 3406 724 451 1794 679 4001 2710 490 622 1528 1497 5144 1528 5881 4001 418 553 607 4359 229 971 3711 1794 90 1734 38 3574 4001 2256 470 4078 4078 1995 42 1794 1167 3927 4001 1141 1747 1610 196 3927 4001 452 4001 911 4001 2011 2730 981 955 1575 470 9 1466 470 3927 4001 460 4001
1,4848 6906 1974 1790 2136 186 1159 2173 3081 1619 2721 302 2800 2686 2121 458 1974 2680 1159 2173 1153 609 6214 1619 273 5354 5969 363 10 277 8 1545 3270 15 4058 451 2686 673 72 699 1345 2795 740 322 93 5078 2121 434 2673 862 6906
1,228 63 358 1762 603 19 189 12 1116 261 127 1339 1487 3306 556 729 2726 1191 973 4 974 500 34 1285 787 1605 973 347 443 177 286 635 138 498 558 335 686 1839 120 216 357 540 2238 4007 1539 12 1116 1548 1213 445 2811 27 1257 4304 1710 261 127 929 12 1116 2704 261 127
1,437 201 208 73 514 1564 59 79 7 59 341 353 914 589 5861 41 932 2133 3222 214 589 589 5861 41 2133 4860 6708 1566 589
1,6125 155 1757 203 5002 995 5411 3483 664 104 147 179 19 61 731 207 1378 104 132 820 205 647 427 61 147 1981 488 1035 260 393 4721 61 664 1701 3206 5989 104 820 1311 330 17 5587 1136 1394 131 1245 16 652 61 820 673 331 2197 132 1035 260 1726 1269 380 394 245 2599 3119 823 891 754 320 260 594 898 95 86 687 3655 86 488 1958 7208 2495 753 1258 95 86 3985 230 1237 95 86 529 2818 61 260 0 0 1981 488 0 230 529 18 5989 5002 104 657 4545 1048 349 800 1107 1141 1247 752 135 1851 823 582 2806 170 819 393 160 2579 565 4094 386 14 754 320 86 1967 95 86 1258 61 0 0 205 3673 95 3889 427
1,2972 537 280 291 30 47 509 3286 335 2424 261 127 515 2150 926 213 1352 113 7395 614 1626 2261 1302 488 77 2343 1242 641 1550 509 6552 106 2060 1218 1123
1,4154 530 13 7317 4824 530 1881 466 2529 2784 5416 5416 4824 244 215 74 269 73 786 1788 3761 20 158 4891 1424 526 946 1497 3068 530 1881 20 1868 1411 2075 82 1424 2075 73
1,22 277 741 5764 1298 1310 2571 3318 3632 2881 5764 3189 741 2285 124 5764 2296 280 1298 42 293 1625 5507 865 6718 99 5764 1018 1298 306 386 105 280 1274 1196 191 4100 4451 2296 1298 3 183 497 280 5346 68 3005 28 1912 273 2822 280 3482 109
1,41 8 1083 1167 657 1458 231 8 339 1770 8 617 2 905 6923 581 1081 41 28 170 1006 387 8 612 1012 171 88 6393 59 60 833 64 115 759 1668 657 1083 2465 3850 1083 79 7 385 3525 744 161
